tokens	ner_tags
"['<strong>', 'Important', 'Update', '</strong>', '<br>', '<br>', 'In', 'September', '2012,', 'we', 'announced', 'that', 'Instagram', 'had', 'been', 'acquired', 'by', 'Facebook.', 'We', 'knew', 'that', 'by', 'teaming', 'up', 'with', 'Facebook,', 'we', 'could', 'build', 'a', 'better', 'Instagram', 'for', 'you.', 'Since', 'then,', ""we've"", 'been', 'collaborating', 'with', ""Facebook's"", 'team', 'on', 'ways', 'to', 'do', 'just', 'that.', 'As', 'part', 'of', 'our', 'new', 'collaboration,', ""we've"", 'learned', 'that', 'by', 'being', 'able', 'to', 'share', 'insights', 'and', 'information', 'with', 'each', 'other,', 'we', 'can', 'build', 'better', 'experiences', 'for', 'our', 'users.', '<br>', '<br>']"	['B-UNS', 'O', 'O', 'O', 'I-UNS', 'O', 'O', 'I-UNS', 'O', 'O', 'I-UNS', 'O', 'O', 'O', 'O', 'O', 'I-UNS', 'O', 'O', 'I-UNS', 'O', 'I-UNS', 'I-UNS', 'O', 'O', 'O', 'O', 'O', 'I-UNS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-UNS', 'O', 'O', 'O', 'O', 'O', 'I-UNS', 'O', 'O', 'O', 'O', 'O', 'I-UNS', 'O', 'I-UNS', 'O', 'O', 'O', 'O', 'I-UNS', 'O', 'O', 'O', 'O', 'O', 'I-UNS', 'O', 'O', 'O', 'O', 'I-UNS', 'I-UNS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS']
"[""We're"", 'updating', 'our', 'Privacy', 'Policy', 'to', 'highlight', 'this', 'new', 'collaboration,', 'but', 'we', 'want', 'to', 'make', 'sure', 'you', 'understand', 'that', 'you', 'still', 'have', 'control', 'over', 'who', 'sees', 'your', 'photos.', 'You', 'still', 'get', 'to', 'choose', 'who', 'can', 'see', 'your', 'Instagram', 'photos,', 'and', 'you', 'still', 'get', 'to', 'choose', 'whether', 'you', 'post', 'your', 'photos', 'on', 'Facebook.', 'So', 'while', ""we're"", 'looking', 'forward', 'to', 'working', 'closely', 'with', 'Facebook', 'to', 'build', 'better', 'experiences,', 'we', ""aren't"", 'changing', 'the', 'core', 'features', 'of', 'the', 'app', 'that', ""you've"", 'come', 'to', 'know', 'and', 'love.', '<br>', '<br>']"	['B-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Our', 'new', 'Privacy', 'Policy', 'is', 'effective', 'on', 'January', '19,', '2013.', 'To', 'learn', 'about', 'how', 'we', 'treat', 'information', 'collected', 'prior', 'to', 'January', '19,', '2013,', 'please', 'click', 'here.', '<br>', '<br>']	['B-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'O', 'O']
['<strong>', 'Privacy', 'Policy', '</strong>', '<br>', '<br>', 'Effective', 'date:', 'January', '19,', '2013', '<br>', '<br>']	['O', 'O', 'O', 'O', 'O', 'O', 'B-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'O', 'O']
['<strong>', '10.', 'CHANGES', 'TO', 'OUR', 'PRIVACY', 'POLICY', '</strong>', '<br>', '<br>', 'Instagram', 'may', 'modify', 'or', 'update', 'this', 'Privacy', 'Policy', 'from', 'time', 'to', 'time,', 'so', 'please', 'review', 'it', 'periodically.', 'We', 'may', 'provide', 'you', 'additional', 'forms', 'of', 'notice', 'of', 'modifications', 'or', 'updates', 'as', 'appropriate', 'under', 'the', 'circumstances.', 'Your', 'continued', 'use', 'of', 'Instagram', 'or', 'the', 'Service', 'after', 'any', 'modification', 'to', 'this', 'Privacy', 'Policy', 'will', 'constitute', 'your', 'acceptance', 'of', 'such', 'modification.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE']
['Effective', 'Date:', 'March', '5,', '2014', '<br>', '<br>']	['B-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'O', 'O']
['Please', 'read', 'the', 'information', 'below:', '<ul>', '<li>', 'Information', 'we', 'collect', 'about', 'you', '</li>', '</ul>', '<ul>', '<li>', 'Where', 'we', 'store', 'data', '</li>', '</ul>', '<ul>', '<li>', 'How', 'we', 'use', 'your', 'information', '</li>', '</ul>', '<ul>', '<li>', 'Disclosure', 'of', 'your', 'information', '</li>', '</ul>', '<ul>', '<li>', 'Updating', 'or', 'correcting', 'your', 'personally', 'identifiable', 'information', '</li>', '</ul>', '<ul>', '<li>', 'Canceling', 'your', 'account', 'or', 'deleting', 'your', 'personally', 'identifiable', 'information', '</li>', '</ul>', '<ul>', '<li>', 'Choices', 'regarding', 'control', 'of', 'your', 'personally', 'identifiable', 'information', '</li>', '</ul>', '<ul>', '<li>', 'Information', 'related', 'to', 'data', 'collected', 'through', 'the', 'lynda.com', 'platform', 'service', '</li>', '</ul>', '<ul>', '<li>', 'Data', 'Security', '</li>', '</ul>', '<ul>', '<li>', 'Cookies', '</li>', '</ul>', '<ul>', '<li>', 'Mobile', 'Analytics', '</li>', '</ul>', '<ul>', '<li>', 'Links', 'to', 'third', 'party', 'web', 'sites', 'and', 'advertisers', '</li>', '</ul>', '<ul>', '<li>', 'Notice', 'to', 'California', 'residents', '</li>', '</ul>', '<ul>', '<li>', 'Changes', 'to', 'this', 'Privacy', 'Policy', '</li>', '</ul>', '<ul>', '<li>', 'Communities,', 'forums,', 'chat', 'rooms,', 'and', 'message', 'boards', '</li>', '</ul>', '<ul>', '<li>', 'Social', 'Media', 'features', '</li>', '</ul>', '<ul>', '<li>', 'Gift', 'Certificates', '</li>', '</ul>', '<ul>', '<li>', 'How', 'do', 'you', 'contact', 'us', 'with', 'questions?', '</li>', '</ul>']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['<ul>', '<li>', 'To', 'notify', 'you', 'about', 'changes', 'to', 'our', 'Services', '</li>', '</ul>']	['O', 'O', 'B-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'O', 'O']
['14.', 'CHANGES', 'TO', 'THIS', 'PRIVACY', 'POLICY', '<br>', '<br>', 'It', 'is', 'our', 'policy', 'to', 'post', 'any', 'changes', 'we', 'make', 'to', 'our', 'Privacy', 'Policy', 'on', 'this', 'page', '(with', 'a', 'notice', 'that', 'the', 'Privacy', 'Policy', 'has', 'been', 'updated', 'on', 'the', 'home', 'pages', 'of', 'the', 'Websites).', 'If', 'we', 'make', 'material', 'changes', 'to', 'how', 'we', 'treat', 'our', 'users', 'information,', 'we', 'will', 'notify', 'you', 'by', 'e-mail', 'to', 'the', 'primary', 'e-mail', 'address', 'specified', 'in', 'your', 'account', 'and', 'through', 'a', 'notice', 'on', 'the', 'home', 'pages', 'of', 'the', 'Websites.', 'The', 'date', 'the', 'Privacy', 'Policy', 'was', 'last', 'revised', 'is', 'identified', 'at', 'the', 'top', 'of', 'the', 'page.', 'You', 'are', 'responsible', 'for', 'ensuring', 'we', 'have', 'an', 'up-to-date', 'active', 'and', 'deliverable', 'e-mail', 'address', 'for', 'you,', 'and', 'for', 'periodically', 'visiting', 'our', 'Websites', 'and', 'this', 'Privacy', 'Policy', 'to', 'check', 'for', 'any', 'changes.', '<br>', '<br>']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Your', 'continued', 'use', 'of', 'the', 'Services', 'after', 'such', 'modifications', 'will', 'constitute', 'your:', '(a)', 'acknowledgment', 'of', 'the', 'modified', 'Privacy', 'Policy;', 'and', '(b)', 'agreement', 'to', 'abide', 'and', 'be', 'bound', 'by', 'the', 'modified', 'Privacy', 'Policy.', '<br>', '<br>']	['B-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'O', 'O']
['If', 'we', 'make', 'material', 'changes', 'to', 'how', 'we', 'use', 'Personal', 'Information', 'collected', 'from', 'children', 'under', '13,', 'we', 'will', 'notify', 'parents', 'by', 'email', 'in', 'order', 'to', 'obtain', 'verifiable', 'parental', 'consent', 'for', 'the', 'new', 'uses', 'of', 'their', 'childs', 'Personally', 'Identifiable', 'Information.', '<br>', '<br>']	['B-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'O', 'O']
['<ul>', '<li>', 'If', 'you', 'do', 'not', 'want', 'to', 'receive', 'e-mail', 'or', 'other', 'mail', 'from', 'us,', 'please', 'use', 'our', 'User', 'Administration', 'pages', 'to', 'adjust', 'your', 'preferences.', '(If', 'you', 'do', 'not', 'want', 'to', 'receive', 'legal', 'notices', 'from', 'us,', 'such', 'as', 'this', 'Privacy', 'Notice,', 'those', 'notices', 'will', 'still', 'govern', 'your', 'use', 'of', 'IMDb,', 'and', 'it', 'is', 'your', 'responsibility', 'to', 'review', 'them', 'for', 'changes.)', '</ul>', '</li>']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'O', 'O']
['Our', 'business', 'changes', 'constantly.', 'This', 'Notice', 'and', 'the', 'Terms', 'and', 'Conditions', 'of', 'Use', 'will', 'change', 'also,', 'and', 'use', 'of', 'information', 'that', 'we', 'gather', 'now', 'is', 'subject', 'to', 'the', 'Privacy', 'Notice', 'in', 'effect', 'at', 'the', 'time', 'of', 'use.', 'We', 'may', 'e-mail', 'periodic', 'reminders', 'of', 'our', 'notices', 'and', 'conditions,', 'unless', 'you', 'have', 'instructed', 'us', 'not', 'to,', 'but', 'you', 'should', 'check', 'our', 'Web', 'site', 'frequently', 'to', 'see', 'recent', 'changes.', 'Unless', 'stated', 'otherwise,', 'our', 'current', 'Privacy', 'Notice', 'applies', 'to', 'all', 'information', 'that', 'we', 'have', 'about', 'you', 'and', 'your', 'account.', 'We', 'stand', 'behind', 'the', 'promises', 'we', 'make,', 'however,', 'and', 'will', 'never', 'materially', 'change', 'our', 'policies', 'and', 'practices', 'to', 'make', 'them', 'less', 'protective', 'of', 'customer', 'information', 'collected', 'in', 'the', 'past', 'without', 'the', 'consent', 'of', 'affected', 'customers.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-OPI', 'I-OPI', 'I-OPI', 'I-OPI', 'I-OPI', 'I-OPI']
['We', 'hope', 'you', 'have', 'found', 'this', 'Important', 'Notice', 'helpful.', 'If', 'you', 'are', 'not', 'comfortable', 'with', 'any', 'of', 'the', 'terms', 'or', 'policies', 'described', 'in', 'this', 'Privacy', 'Statement,', 'we', 'ask', 'that', 'you', 'discontinue', 'use', 'of', 'our', 'site.', 'Please', 'be', 'aware', 'that', 'we', 'may', 'periodically', 'update', 'or', 'revise', 'this', 'Privacy', 'Statement.', 'If', 'we', 'make', 'a', 'material', 'change', 'to', 'our', 'online', 'Privacy', 'Statement,', 'we', 'will', 'post', 'a', 'notice', 'on', 'our', 'homepage', 'notifying', 'users', 'that', 'the', 'policy', 'has', 'been', 'revised.', '<br>', '<br>']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['<strong>', 'PRIVACY', 'POLICY', '</strong>', '<br>', '<br>', 'Last', 'updated:', 'March', '25,', '2015', '<br>', '<br>']	['O', 'O', 'O', 'O', 'O', 'O', 'B-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'O', 'O']
['By', 'using', 'any', 'of', 'the', 'services', 'above,', 'you', 'are', 'accepting', 'the', 'practices', 'described', 'in', 'our', 'Privacy', 'Policy.', '<br>', '<br>']	['B-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'O', 'O']
['B.', 'Third', 'party', 'advertising', 'cookies.', 'We', 'allow', 'other', 'companies', 'to', 'serve', 'ads', 'on', 'our', 'web', 'pages.', 'We', 'do', 'not', 'control', 'their', 'use', 'of', 'cookies', 'or', 'other', 'data', 'collection', 'technologies', 'or', 'practices.', 'We', 'currently', 'allow', 'Google', 'AdSense', 'to', 'serve', 'ads', 'on', 'our', 'websites.', 'Google', 'uses', 'other', 'companies,', 'such', 'as', 'PointRoll', 'and', 'Nielsen/Netratings', 'to', 'help', 'it', 'serve', 'ads.', 'Google', 'and', 'some', 'of', 'the', 'companies', 'it', 'works', 'with', 'may', 'offer', 'additional', 'choices', 'about', 'your', 'preferences.', 'Please', 'visit', 'the', 'Google', 'for', 'more', 'information', 'about', 'the', 'technologies', 'they', 'use', 'and', 'their', 'privacy', 'practices.', 'Google', 'is', 'a', 'member', 'of', 'the', 'Network', 'Advertising', 'Initiative.', 'The', 'NAI', 'offers', 'useful', 'information', 'about', 'ad', 'networks', 'and', 'a', 'single', 'place', 'to', 'turn', 'off', 'targeted', 'ad', 'serving', 'from', 'any', 'of', 'its', 'members.', 'We', 'may', 'add', 'or', 'change', 'the', 'list', 'of', 'third', 'party', 'advertisers', 'from', 'time', 'to', 'time', 'without', 'changing', 'the', 'effective', 'date', 'of', 'the', 'Privacy', 'Policy', 'itself.', 'We', 'urge', 'you', 'to', 'check', 'this', 'section', 'for', 'changes', 'regularly.', '<br>', '<br>']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'O', 'O']
"['<strong>', '12.', 'CHANGES', '</strong>', '<br>', '<br>', 'We', 'may', 'amend', 'this', 'Privacy', 'Policy', 'from', 'time', 'to', 'time.', 'When', 'we', 'post', 'changes', 'to', 'this', 'Privacy', 'Policy,', 'we', 'will', 'revise', 'the', '""last', 'updated""', 'date', 'at', 'the', 'top', 'of', 'this', 'page.', 'Please', 'review', 'this', 'Privacy', 'Policy', 'periodically', 'to', 'be', 'informed', 'of', 'how', 'we', 'use', 'and', 'protect', 'your', 'information.', 'If', 'we', 'provide', 'notice', 'of', 'changes', 'via', 'email,', 'you', 'consent', 'to', 'receiving', 'email', 'notice', 'of', 'such', 'changes.']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS']
['<strong>', '8.', 'Data', 'Transfers,', 'Storage', 'and', 'Processing', 'Globally', '</strong>', '<br>', '<br>', 'We', 'operate', 'globally', 'and', 'may', 'transfer', 'your', 'personal', 'informationto', 'individual', 'companies', 'of', 'The', 'Walt', 'Disney', 'Family', 'of', 'Companiesor', 'third', 'parties', 'in', 'locations', 'around', 'the', 'world', 'for', 'the', 'purposes', 'described', 'in', 'this', 'privacy', 'policy.', 'Wherever', 'your', 'personal', 'information', 'is', 'transferred,', 'stored', 'or', 'processed', 'by', 'us,', 'we', 'will', 'take', 'reasonable', 'steps', 'to', 'safeguard', 'the', 'privacy', 'of', 'your', 'personal', 'information.', 'Additionally,', 'when', 'using', 'or', 'disclosing', 'personal', 'information', 'transferred', 'from', 'the', 'European', 'Union,', 'we', 'abide', 'by', 'the', 'Safe', 'Harbor', 'Principles', 'as', 'set', 'forth', 'by', 'the', 'U.S.', 'Department', 'of', 'Commerce,', 'use', 'standard', 'contract', 'clauses', 'approved', 'by', 'the', 'European', 'Commission,', 'adopt', 'other', 'means', 'under', 'European', 'Union', 'law', 'for', 'ensuring', 'adequate', 'safeguards,', 'or', 'obtain', 'your', 'consent.', 'We', 'also', 'apply', 'the', 'substantive', 'requirements', 'of', 'the', 'Safe', 'Harbor', 'Principles', 'when', 'transferring', 'personal', 'information', 'from', 'Australia.', '<br>', '<br>']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-OPI', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-OPI', 'I-OPI', 'I-OPI', 'I-OPI', 'I-OPI', 'I-OPI', 'I-OPI', 'I-OPI', 'I-OPI']
['<strong>', 'Updated', 'as', 'of', 'May', '2014', '</strong>', '<br>', '<br>', 'Vox', 'Media', 'Policies', '<br>', '<br>', '<ul>', '<li>', 'Terms', 'of', 'Use', '</ul>', '</li>', '<ul>', '<li>', 'Privacy', 'Policy', '</ul>', '</li>', '<ul>', '<li>', 'Privacy', 'Policy:', 'Advertising', 'Addendum', '</ul>', '</li>', '<ul>', '<li>', 'Security', '</ul>', '</li>']	['O', 'B-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
